street_name,date,total_vol_l3,total_weight_kg
crighton place,2016-06-17,58.449819,4.091487
crighton place,2016-06-18,72.4108,5.068756
crighton place,2016-06-20,69.308704,4.851609
crighton place,2016-06-22,55.286991,3.870089
crighton place,2016-06-24,89.598105,6.271867
crighton place,2016-06-27,85.932645,6.015285
crighton place,2016-06-29,65.060143,4.55421
crighton place,2016-07-03,89.47677,6.263374
crighton place,2016-07-05,87.650682,6.135548
crighton place,2016-07-07,87.457999,6.12206
crighton place,2016-07-09,65.893203,4.612524
crighton place,2016-07-12,89.619179,6.273343
crighton place,2016-07-15,89.864778,6.290534
crighton place,2016-07-19,152.295994,10.660720000000001
crighton place,2016-07-21,52.675394,3.687278
crighton place,2016-07-24,89.78896,6.285227
crighton place,2016-07-25,57.651878,4.035631
crighton place,2016-07-27,74.185284,5.19297
crighton place,2016-07-29,89.296819,6.250777
crighton place,2016-08-01,90,6.3
crighton place,2016-08-03,70.853861,4.95977
crighton place,2016-08-05,84.127869,5.888951
crighton place,2016-08-07,90,6.3
crighton place,2016-08-09,83.356471,5.834953
duke street,2016-06-04,161.765917,11.323614
duke street,2016-06-07,89.049119,6.233438
duke street,2016-06-09,146.752213,10.272655
duke street,2016-06-12,89.372989,6.256109
duke street,2016-06-14,76.848403,5.379388
duke street,2016-06-15,78.17436,5.472205
duke street,2016-06-18,147.18692,10.303085
duke street,2016-06-21,142.592402,9.981468
duke street,2016-06-22,53.467789,3.742745
duke street,2016-06-23,56.941395,3.985898
duke street,2016-06-24,85.096773,5.956774
duke street,2016-06-25,89.258015,6.248061
duke street,2016-06-28,90,6.3
duke street,2016-07-01,76.244367,5.337106
duke street,2016-07-05,245.822223,17.207556
duke street,2016-07-08,82.32177,5.762524
duke street,2016-07-09,92.633992,6.484379000000001
duke street,2016-07-10,38.79787,2.715851
duke street,2016-07-12,53.936097,3.775527
duke street,2016-07-14,89.035615,6.232493
duke street,2016-07-16,89.983636,6.298854
duke street,2016-07-18,65.355563,4.574889
duke street,2016-07-19,87.733236,6.141327
duke street,2016-07-21,42.466525,2.972657
duke street,2016-07-24,170.420254,11.929418
duke street,2016-07-25,71.018835,4.971318
duke street,2016-07-28,154.882776,10.841794
duke street,2016-07-30,81.70518,5.719363
duke street,2016-08-01,84.09517,5.886662
duke street,2016-08-02,62.68646,4.388052
duke street,2016-08-03,82.088921,5.746224
duke street,2016-08-05,256.830472,17.978133
duke street,2016-08-07,89.528198,6.266974
duke street,2016-08-08,154.339122,10.803738
duncan place,2016-06-06,100.464,7.03248
duncan place,2016-06-18,103.777048,7.264393
duncan place,2016-06-30,97.180726,6.802651
duncan place,2016-07-28,120,8.4
east hermitage place,2016-06-04,158.34799199999998,11.084359
east hermitage place,2016-06-05,34.142316,2.389962
east hermitage place,2016-06-14,140,9.8
east hermitage place,2016-06-20,125.889877,8.812291
east hermitage place,2016-06-27,111.008668,7.770607
east hermitage place,2016-07-05,137.875939,9.651316
east hermitage place,2016-07-14,139.923552,9.794649
east hermitage place,2016-07-18,105.610312,7.392722
east hermitage place,2016-07-21,46.778207,3.274474
east hermitage place,2016-07-28,140,9.8
east hermitage place,2016-08-05,114.568584,8.019801
east market street,2016-06-05,282.15992600000004,19.751195000000003
east market street,2016-06-11,187.215742,13.105102
east market street,2016-06-13,38.109026,2.667632
east market street,2016-06-16,66.945745,4.686202
east market street,2016-06-18,99.150665,6.940547
east market street,2016-06-20,229.49917,16.064942
east market street,2016-06-21,100,7
east market street,2016-06-22,72.713902,5.089973
east market street,2016-06-27,199.557109,13.968998
east market street,2016-06-28,91.652424,6.41567
east market street,2016-06-30,99.381326,6.956693
east market street,2016-07-01,174.964905,12.247543
east market street,2016-07-04,100,7
east market street,2016-07-05,91.817488,6.427224
east market street,2016-07-09,157.357339,11.015014
east market street,2016-07-12,148.997284,10.42981
east market street,2016-07-13,191.629523,13.414067
east market street,2016-07-16,258.163676,18.071457
east market street,2016-07-17,76.198153,5.333871
east market street,2016-07-19,155.02,10.8514
east market street,2016-07-20,100.73425499999999,7.051398000000001
east market street,2016-07-22,99.435057,6.960454
elm row,2016-06-03,64.217939,4.495256
elm row,2016-06-04,649.266309,45.448641
elm row,2016-06-05,218.217836,15.275248999999999
elm row,2016-06-06,337.30634,23.611444
elm row,2016-06-07,370.610089,25.942707
elm row,2016-06-09,154.25201099999998,10.797641
elm row,2016-06-10,501.950695,35.13655
elm row,2016-06-11,234.650868,16.425561000000002
elm row,2016-06-12,157.26322,11.008424999999999
elm row,2016-06-14,469.17016,32.841910999999996
elm row,2016-06-15,98.065183,6.864563
elm row,2016-06-16,85.108079,5.957566
elm row,2016-06-17,339.48967,23.764277
elm row,2016-06-18,124.193028,8.693512
elm row,2016-06-20,189.767258,13.283708
elm row,2016-06-21,180.27560699999998,12.619292
elm row,2016-06-22,375.949925,26.316494
elm row,2016-06-23,278.890036,19.522302
elm row,2016-06-25,584.045065,40.883155
elm row,2016-06-26,85.767549,6.003728
elm row,2016-06-27,163.19562100000002,11.423693
elm row,2016-06-28,306.96484399999997,21.487538
elm row,2016-06-29,97.65739,6.836017
elm row,2016-06-30,501.506352,35.105446
elm row,2016-07-02,89.677708,6.27744
elm row,2016-07-03,753.398591,52.737902
elm row,2016-07-04,98.66068899999999,6.906249
elm row,2016-07-05,262.226524,18.355857
elm row,2016-07-06,464.819877,32.537392
elm row,2016-07-08,184.57164699999998,12.920015
elm row,2016-07-09,413.360239,28.935216
elm row,2016-07-12,188.05741899999998,13.164019
elm row,2016-07-13,322.92468,22.604728
elm row,2016-07-14,99.177628,6.942434
elm row,2016-07-15,375.331996,26.27324
elm row,2016-07-16,244.616405,17.123148
elm row,2016-07-17,52.378593,3.666502
elm row,2016-07-18,88.013837,6.160969
elm row,2016-07-19,476.17085199999997,33.331959
elm row,2016-07-21,331.580425,23.210630000000002
elm row,2016-07-22,125.85600500000001,8.80992
elm row,2016-07-23,73.398595,5.137902
elm row,2016-07-24,559.92871,39.19501
elm row,2016-07-25,77.097548,5.396828
elm row,2016-07-26,242.74519,16.992162999999998
elm row,2016-07-27,75.230057,5.266104
elm row,2016-07-28,373.847805,26.169347000000002
elm row,2016-07-29,150.107114,10.507498
elm row,2016-07-30,374.982783,26.248795
elm row,2016-07-31,123.594053,8.651583
elm row,2016-08-01,87.354184,6.114793
elm row,2016-08-02,421.590758,29.511353
elm row,2016-08-03,95.030807,6.652156
elm row,2016-08-04,283.264409,19.828509
elm row,2016-08-05,251.72962,17.621073000000003
elm row,2016-08-06,377.664538,26.436517000000002
elm row,2016-08-07,315.070912,22.054963
elm row,2016-08-08,175.393219,12.277525
elm row,2016-08-09,352.478325,24.673483
festival square,2016-06-03,213.065976,14.914619
festival square,2016-06-06,409.721479,28.680503
festival square,2016-06-07,191.839638,13.428775
festival square,2016-06-11,952.75926,66.693149
festival square,2016-06-14,414.93130499999995,29.045191000000003
festival square,2016-06-15,516.21619,36.135134
festival square,2016-06-18,201.133972,14.079378
festival square,2016-06-19,228.511229,15.995786
festival square,2016-06-20,205.169172,14.361842
festival square,2016-06-21,490.827125,34.357899
festival square,2016-06-22,238.320347,16.682424
festival square,2016-06-23,190.186576,13.31306
festival square,2016-06-25,658.5479290000001,46.098355
festival square,2016-06-27,239.830007,16.788101
festival square,2016-06-28,357.687773,25.038144
festival square,2016-06-29,197.07726,13.795408
festival square,2016-06-30,240,16.8
festival square,2016-07-01,176.059072,12.324135
festival square,2016-07-03,201.933804,14.135366
festival square,2016-07-04,427.114997,29.89805
festival square,2016-07-05,202.987593,14.209132
festival square,2016-07-06,526.806166,36.876432
festival square,2016-07-07,148.148597,10.370402
festival square,2016-07-08,199.718432,13.98029
festival square,2016-07-09,150.479453,10.533562
festival square,2016-07-11,420.85869,29.460109000000003
festival square,2016-07-12,357.645741,25.035201999999998
festival square,2016-07-13,240,16.8
festival square,2016-07-14,951.961196,66.637284
festival square,2016-07-16,176.15595,12.330917
festival square,2016-07-17,370.796614,25.955763
festival square,2016-07-18,631.820612,44.227442
festival square,2016-07-19,355.41524400000003,24.879068
festival square,2016-07-20,399.652282,27.97566
festival square,2016-07-21,484.317879,33.902252
festival square,2016-07-22,239.760868,16.783261
festival square,2016-07-23,916.8431499999999,64.17902000000001
festival square,2016-07-26,240,16.8
festival square,2016-07-28,478.456691,33.491968
festival square,2016-07-29,240,16.8
festival square,2016-07-30,750.462338,52.532364
festival square,2016-08-01,212.953285,14.90673
festival square,2016-08-02,566.510937,39.655766
festival square,2016-08-03,183.199362,12.823955
festival square,2016-08-05,571.518866,40.00632
festival square,2016-08-06,219.289213,15.350245
festival square,2016-08-07,1105.933993,77.41538
festival square,2016-08-08,237.442791,16.620995
frederick street,2016-06-04,1235.638469,86.494694
frederick street,2016-06-06,283.858876,19.870122000000002
frederick street,2016-06-07,155.67555,10.897288
frederick street,2016-06-08,511.603969,35.812278
frederick street,2016-06-09,213.25718600000002,14.928003
frederick street,2016-06-12,694.823807,48.637666
frederick street,2016-06-14,712.886561,49.902059
frederick street,2016-06-15,227.884151,15.951891
frederick street,2016-06-17,180.654304,12.645801
frederick street,2016-06-18,682.879702,47.80158
frederick street,2016-06-20,687.584904,48.130944
frederick street,2016-06-21,187.822034,13.147542
frederick street,2016-06-23,685.270377,47.968926
frederick street,2016-06-24,231.703406,16.219238
frederick street,2016-06-27,955.226406,66.865849
frederick street,2016-06-29,556.789067,38.975235
frederick street,2016-06-30,290.254287,20.3178
frederick street,2016-07-01,341.976585,23.938361
frederick street,2016-07-03,940.245905,65.817213
frederick street,2016-07-04,102.755645,7.192895
frederick street,2016-07-05,418.081276,29.26569
frederick street,2016-07-07,949.394607,66.457622
frederick street,2016-07-08,121.246523,8.487257
frederick street,2016-07-09,448.727732,31.410941
frederick street,2016-07-10,820.610321,57.442723
frederick street,2016-07-13,636.488382,44.554187
frederick street,2016-07-14,453.682773,31.757795
frederick street,2016-07-15,337.469425,23.622860000000003
frederick street,2016-07-16,566.987982,39.689159000000004
frederick street,2016-07-17,638.414473,44.689013
frederick street,2016-07-19,342.232731,23.956291
frederick street,2016-07-20,679.634222,47.574396
frederick street,2016-07-21,378.246894,26.477282
frederick street,2016-07-22,183.139982,12.819799
frederick street,2016-07-23,636.25604,44.537922
frederick street,2016-07-24,578.887731,40.522142
frederick street,2016-07-25,305.249323,21.367452999999998
frederick street,2016-07-26,388.820834,27.217458999999998
frederick street,2016-07-27,215.108766,15.057614
frederick street,2016-07-28,452.681195,31.687683999999997
frederick street,2016-07-30,847.445764,59.321203
frederick street,2016-07-31,525.239574,36.76677
frederick street,2016-08-01,511.955103,35.836857
frederick street,2016-08-02,180.389728,12.627281
frederick street,2016-08-03,317.01415199999997,22.190990999999997
frederick street,2016-08-04,677.324608,47.412722
frederick street,2016-08-05,146.036724,10.222571
frederick street,2016-08-06,478.481625,33.493713
frederick street,2016-08-07,850.827225,59.557906
frederick street,2016-08-08,639.339304,44.753752
frederick street,2016-08-09,391.257567,27.38803
gayfield place,2016-06-03,97.110083,6.797706
gayfield place,2016-06-05,86.840693,6.078849
gayfield place,2016-06-06,53.271679,3.729018
gayfield place,2016-06-11,100,7
gayfield place,2016-06-12,40.137213,2.809605
gayfield place,2016-06-14,39.941318,2.795892
gayfield place,2016-06-16,121.037451,8.472622
gayfield place,2016-06-17,98.437948,6.890656
gayfield place,2016-06-21,99.936766,6.995574
gayfield place,2016-06-23,142.70280300000002,9.989196
gayfield place,2016-06-25,60.253864,4.217771
gayfield place,2016-06-27,85.584085,5.990886
gayfield place,2016-06-30,159.937676,11.195637000000001
gayfield place,2016-07-03,99.364318,6.955502
gayfield place,2016-07-04,35.140088,2.459806
gayfield place,2016-07-05,100,7
gayfield place,2016-07-07,60.957327,4.267013
gayfield place,2016-07-09,53.058915,3.714124
gayfield place,2016-07-10,80.121616,5.608513
gayfield place,2016-07-11,52.655103,3.685857
gayfield place,2016-07-12,41.178473,2.882493
gayfield place,2016-07-14,49.416361,3.459145
gayfield place,2016-07-16,85.197915,5.963854
gayfield place,2016-07-18,48.771365,3.413996
gayfield place,2016-07-21,79.829349,5.588054
gayfield place,2016-07-22,34.958465,2.447093
gayfield place,2016-07-23,50.950625,3.566544
gayfield place,2016-07-24,49.65,3.4755
gayfield place,2016-07-25,39.798704,2.785909
gayfield place,2016-07-26,96.858741,6.780112
gayfield place,2016-07-29,92.515755,6.476103
gayfield place,2016-07-30,80.133418,5.609339
gayfield place,2016-07-31,72.86622,5.100635
gayfield place,2016-08-01,166.33926200000002,11.643749
gayfield place,2016-08-02,53.40862,3.738603
gayfield place,2016-08-04,92.168865,6.451821
gayfield place,2016-08-06,99.793425,6.98554
gayfield place,2016-08-07,54.329463,3.803062
gayfield place,2016-08-08,78.739483,5.511764
gayfield square,2016-06-03,116.877871,8.181451
gayfield square,2016-06-04,99.672643,6.977085
gayfield square,2016-06-05,199.69096100000002,13.978367
gayfield square,2016-06-11,191.746038,13.422222
gayfield square,2016-06-12,69.637921,4.874655
gayfield square,2016-06-16,135.129184,9.459043000000001
gayfield square,2016-06-17,34.613985,2.422979
gayfield square,2016-06-18,55.018452,3.851292
gayfield square,2016-06-19,11.583501,0.810845
gayfield square,2016-06-21,167.315335,11.712074
gayfield square,2016-06-23,148.567915,10.399754
gayfield square,2016-06-25,141.219833,9.885387999999999
gayfield square,2016-06-26,100,7
gayfield square,2016-06-27,75.338954,5.273727
gayfield square,2016-06-29,93.503478,6.545243
gayfield square,2016-06-30,95.149351,6.660455
gayfield square,2016-07-03,179.175793,12.542304999999999
gayfield square,2016-07-05,83.169804,5.821887
gayfield square,2016-07-07,97.681161,6.837681
gayfield square,2016-07-09,160.829217,11.258045
gayfield square,2016-07-10,112.679191,7.887542999999999
gayfield square,2016-07-11,81.761702,5.723319
gayfield square,2016-07-14,180.090531,12.606337
gayfield square,2016-07-16,84.347004,5.90429
gayfield square,2016-07-18,84.893681,5.942558
gayfield square,2016-07-19,76.57072400000001,5.359951000000001
gayfield square,2016-07-21,239.329072,16.753035
gayfield square,2016-07-22,169.080671,11.835647000000002
gayfield square,2016-07-23,116.59192200000001,8.161434
gayfield square,2016-07-24,132.13524,9.249467
gayfield square,2016-07-25,34.747967,2.432358
gayfield square,2016-07-26,68.154129,4.770789
gayfield square,2016-07-27,88.02236,6.1615660000000005
gayfield square,2016-07-28,55.675518,3.897286
gayfield square,2016-07-29,161.530369,11.307126
gayfield square,2016-07-30,137.619952,9.633397
gayfield square,2016-07-31,105.44706,7.3812940000000005
gayfield square,2016-08-01,140.037289,9.80261
gayfield square,2016-08-02,124.16629900000001,8.691642
gayfield square,2016-08-04,130.488003,9.13416
gayfield square,2016-08-05,57.456722,4.021971
gayfield square,2016-08-06,137.857637,9.650034999999999
gayfield square,2016-08-09,179.500206,12.565014
gayfield square park,2016-06-04,201.653354,14.115735
gayfield square park,2016-06-06,188.847781,13.219345
gayfield square park,2016-06-12,320.567236,22.439706
gayfield square park,2016-06-20,121.99469,8.539628
gayfield square park,2016-06-28,232.978288,16.30848
gayfield square park,2016-06-30,240,16.8
gayfield square park,2016-07-06,384.118564,26.888299
gayfield square park,2016-07-10,240,16.8
gayfield square park,2016-07-15,210.419634,14.729374
gayfield square park,2016-07-20,470.59430499999996,32.941601
gayfield square park,2016-07-27,193.012616,13.510883
gayfield square park,2016-07-29,278.45828,19.492079
gayfield square park,2016-08-02,240,16.8
gayfield square park,2016-08-06,183.254291,12.8278
gayfield square park,2016-08-08,210.271872,14.719031
george iv bridge,2016-06-03,801.925208,56.134764999999994
george iv bridge,2016-06-04,239.91501,16.794051
george iv bridge,2016-06-05,1394.410051,97.608704
george iv bridge,2016-06-06,645.321816,45.172526
george iv bridge,2016-06-09,1043.04871,73.01341
george iv bridge,2016-06-10,429.710851,30.079759
george iv bridge,2016-06-11,798.88825,55.922178
george iv bridge,2016-06-13,912.0182590000001,63.841278
george iv bridge,2016-06-14,443.529354,31.047054000000003
george iv bridge,2016-06-15,197.048591,13.793401
george iv bridge,2016-06-16,234.650357,16.425525
george iv bridge,2016-06-17,218.4,15.288
george iv bridge,2016-06-18,1010.514592,70.736022
george iv bridge,2016-06-19,830.4945339999999,58.134617
george iv bridge,2016-06-20,227.411483,15.918804
george iv bridge,2016-06-21,770.168122,53.911769
george iv bridge,2016-06-22,446.558047,31.259063
george iv bridge,2016-06-23,717.304944,50.211346
george iv bridge,2016-06-24,808.561446,56.599301
george iv bridge,2016-06-25,440.084782,30.805934999999998
george iv bridge,2016-06-26,597.948142,41.85637
george iv bridge,2016-06-27,231.280778,16.189654
george iv bridge,2016-06-28,761.844262,53.329098
george iv bridge,2016-06-29,180.644522,12.645117
george iv bridge,2016-06-30,877.040577,61.39284000000001
george iv bridge,2016-07-01,451.89477999999997,31.632634
george iv bridge,2016-07-02,466.779036,32.674532
george iv bridge,2016-07-03,1120.4643740000001,78.432506
george iv bridge,2016-07-04,490.20684,34.314479
george iv bridge,2016-07-05,1011.131202,70.779183
george iv bridge,2016-07-07,797.898936,55.852925
george iv bridge,2016-07-08,1251.659102,87.616138
george iv bridge,2016-07-09,819.944471,57.396113
george iv bridge,2016-07-10,91.157232,6.381006
george iv bridge,2016-07-11,631.007709,44.17054
george iv bridge,2016-07-12,1125.297173,78.770801
george iv bridge,2016-07-14,1050.339309,73.523752
george iv bridge,2016-07-15,942.151592,65.950611
george iv bridge,2016-07-16,1546.251706,108.23761999999999
george iv bridge,2016-07-17,761.101116,53.277079
george iv bridge,2016-07-19,1346.206298,94.234442
george iv bridge,2016-07-20,426.84867599999995,29.879408
george iv bridge,2016-07-21,227.275399,15.909278
george iv bridge,2016-07-22,830.705096,58.149357
george iv bridge,2016-07-23,1034.519889,72.416392
george iv bridge,2016-07-24,490.518803,34.336316
george iv bridge,2016-07-25,950.048266,66.503379
george iv bridge,2016-07-26,587.974073,41.158185
george iv bridge,2016-07-27,354.96382900000003,24.847468
george iv bridge,2016-07-28,952.065834,66.644609
george iv bridge,2016-07-29,919.968382,64.397787
george iv bridge,2016-07-30,1423.910344,99.673724000000007
george iv bridge,2016-08-01,1868.6444410000001,130.805112
george iv bridge,2016-08-02,630.029707,44.102079
george iv bridge,2016-08-03,1011.7725869999999,70.824081
george iv bridge,2016-08-05,2136.586427,149.56105
george iv bridge,2016-08-06,315.13343799999996,22.059341
george iv bridge,2016-08-07,1195.180362,83.662626
george iv bridge,2016-08-08,1873.382924,131.136805
george iv bridge,2016-08-09,721.02354,50.471648
george street,2016-06-04,3915.996739,274.119772
george street,2016-06-05,215.380184,15.076613
george street,2016-06-06,1156.680431,80.967629
george street,2016-06-07,2003.044547,140.213118
george street,2016-06-08,2323.452859,162.641701
george street,2016-06-09,222.343446,15.564041
george street,2016-06-10,3012.33984,210.86379
george street,2016-06-12,1573.15578,110.12090500000001
george street,2016-06-13,391.498603,27.404902
george street,2016-06-14,2142.381467,149.966703
george street,2016-06-15,723.765959,50.663617
george street,2016-06-16,832.027103,58.241898
george street,2016-06-17,1144.205804,80.094407
george street,2016-06-18,2468.649264,172.805448
george street,2016-06-20,2577.558705,180.429109
george street,2016-06-22,2380.384043,166.626882
george street,2016-06-23,216,15.12
george street,2016-06-24,2217.344647,155.214124
george street,2016-06-26,3631.518598,254.206301
george street,2016-06-27,238.268372,16.678786
george street,2016-06-28,2601.5945540000002,182.111619
george street,2016-06-29,186.123496,13.028645
george street,2016-06-30,1703.03492,119.212445
george street,2016-07-01,1713.473161,119.943121
george street,2016-07-02,1207.129874,84.49909
george street,2016-07-03,2590.4429489999998,181.331008
george street,2016-07-04,1109.47688,77.663381
george street,2016-07-05,2250.829518,157.558065
george street,2016-07-06,823.516439,57.646152
george street,2016-07-07,2503.070975,175.214968
george street,2016-07-08,856.117318,59.928213
george street,2016-07-09,1532.078324,107.245482
george street,2016-07-10,3054.305158,213.80136100000001
george street,2016-07-12,924.432313,64.710262
george street,2016-07-13,1928.572252,135.000058
george street,2016-07-14,1974.792774,138.235494
george street,2016-07-15,2011.680562,140.817638
george street,2016-07-16,619.183658,43.342856
george street,2016-07-17,2940.213904,205.814974
george street,2016-07-18,239.454051,16.761784
george street,2016-07-19,2318.092113,162.266447
george street,2016-07-20,405.508333,28.385584
george street,2016-07-21,3109.067971,217.634758
george street,2016-07-22,2314.108185,161.987573
george street,2016-07-23,213.581394,14.950696999999998
george street,2016-07-24,2817.286993,197.210089
george street,2016-07-25,587.289052,41.110233
george street,2016-07-26,1674.66349,117.226446
george street,2016-07-27,684.800163,47.93601
george street,2016-07-28,2431.418338,170.199284
george street,2016-07-30,3404.088659,238.286207
george street,2016-07-31,1662.674152,116.387192
george street,2016-08-01,2002.827791,140.197944
george street,2016-08-02,716.168251,50.131777
george street,2016-08-03,2428.762475,170.013374
george street,2016-08-04,1863.441327,130.440892
george street,2016-08-05,1681.05575,117.673903
george street,2016-08-06,2429.024484,170.031712
george street,2016-08-07,2550.372042,178.52604200000002
george street,2016-08-08,2275.949432,159.316461
george street,2016-08-09,1651.373765,115.596164
grassmarket,2016-06-04,186.452253,13.051658
grassmarket,2016-06-05,3960.799394,277.255957
grassmarket,2016-06-06,904.707189,63.329502
grassmarket,2016-06-07,1529.588109,107.071167
grassmarket,2016-06-09,170.3592,11.925144
grassmarket,2016-06-10,2333.305337,163.331375
grassmarket,2016-06-11,2402.11393,168.147975
grassmarket,2016-06-13,2046.930944,143.285168
grassmarket,2016-06-17,1141.627915,79.913954
grassmarket,2016-06-18,1408.574063,98.600184
grassmarket,2016-06-19,2382.695487,166.788683
grassmarket,2016-06-21,1325.8418179999999,92.808927
grassmarket,2016-06-22,1128.603145,79.00222099999999
grassmarket,2016-06-23,1313.6319330000001,91.954235
grassmarket,2016-06-24,916.814897,64.177043
grassmarket,2016-06-25,2280.759363,159.653154
grassmarket,2016-06-26,1819.545403,127.368179
grassmarket,2016-06-28,1350.657625,94.546034
grassmarket,2016-06-29,369.821215,25.887484999999998
grassmarket,2016-06-30,2050.896355,143.562746
grassmarket,2016-07-02,1074.253752,75.197763
grassmarket,2016-07-03,2695.856944,188.70998600000001
grassmarket,2016-07-04,713.330267,49.933117
grassmarket,2016-07-06,829.8663809999999,58.090647000000004
grassmarket,2016-07-07,1307.860776,91.550256
grassmarket,2016-07-08,2845.130768,199.159156
grassmarket,2016-07-10,2759.945988,193.196221
grassmarket,2016-07-11,191.691314,13.418392
grassmarket,2016-07-12,1430.112503,100.107877
grassmarket,2016-07-13,590.3886259999999,41.327204
grassmarket,2016-07-14,962.993232,67.409526
grassmarket,2016-07-15,1919.012701,134.33089
grassmarket,2016-07-16,2615.459092,183.082136
grassmarket,2016-07-17,700.362758,49.025393
grassmarket,2016-07-18,1018.47372,71.29316
grassmarket,2016-07-19,1686.6847619999999,118.06793300000001
grassmarket,2016-07-20,1268.577106,88.800397
grassmarket,2016-07-21,2191.891337,153.432393
grassmarket,2016-07-23,2199.3669,153.955682
grassmarket,2016-07-24,2545.549389,178.188458
grassmarket,2016-07-25,524.93651,36.745556
grassmarket,2016-07-26,196.8,13.776
grassmarket,2016-07-27,956.263787,66.93846500000001
grassmarket,2016-07-28,1417.346084,99.21422600000001
grassmarket,2016-07-29,1935.851462,135.509602
grassmarket,2016-07-30,4241.403951,296.898278
grassmarket,2016-08-01,2489.1780830000002,174.242467
grassmarket,2016-08-03,2261.521123,158.306479
grassmarket,2016-08-04,643.3694909999999,45.035864000000004
grassmarket,2016-08-05,2167.538947,151.727726
grassmarket,2016-08-06,2692.057471,188.44402200000002
grassmarket,2016-08-07,3109.85015,217.689511
grassmarket,2016-08-08,2103.251497,147.227604
grassmarket,2016-08-09,2546.67013,178.266909
greyfriars place,2016-06-03,237.630696,16.634149
greyfriars place,2016-06-04,132.896877,9.302781
greyfriars place,2016-06-05,109.444523,7.661117
greyfriars place,2016-06-06,84.936812,5.945577
greyfriars place,2016-06-09,176.393925,12.347575
greyfriars place,2016-06-11,184.455204,12.911864
greyfriars place,2016-06-13,78.043943,5.463076
greyfriars place,2016-06-18,232.812188,16.296853
greyfriars place,2016-06-19,238.511948,16.695836
greyfriars place,2016-06-23,137.859019,9.650131
greyfriars place,2016-06-24,145.371094,10.175977
greyfriars place,2016-06-26,147.423026,10.319612
greyfriars place,2016-06-28,157.693636,11.038555
greyfriars place,2016-06-30,224.537967,15.717658
greyfriars place,2016-07-03,240,16.8
greyfriars place,2016-07-05,156.761647,10.973315
greyfriars place,2016-07-09,223.2,15.624
greyfriars place,2016-07-11,239.843899,16.789073
greyfriars place,2016-07-12,85.613983,5.992979
greyfriars place,2016-07-14,239.173031,16.742112
greyfriars place,2016-07-15,95.215354,6.665075
greyfriars place,2016-07-16,170.97161499999999,11.968013
greyfriars place,2016-07-20,228.00088,15.960062
greyfriars place,2016-07-21,154.257681,10.798038
greyfriars place,2016-07-23,71.996123,5.039729
greyfriars place,2016-07-24,175.399193,12.277944
greyfriars place,2016-07-25,105.734451,7.401412
greyfriars place,2016-07-27,239.803185,16.786223
greyfriars place,2016-07-30,327.69406300000003,22.938584
greyfriars place,2016-08-01,201.048834,14.073418
greyfriars place,2016-08-03,239.972532,16.798077
greyfriars place,2016-08-05,195.572483,13.690074
greyfriars place,2016-08-06,229.257524,16.048027
greyfriars place,2016-08-07,238.813628,16.716954
greyfriars place,2016-08-08,235.788468,16.505193
greyfriars place,2016-08-09,126.983786,8.888865
haddington place,2016-06-03,66.342156,4.643951
haddington place,2016-06-04,162.515009,11.376051
haddington place,2016-06-05,147.591462,10.331402
haddington place,2016-06-06,116.36129700000001,8.145291
haddington place,2016-06-07,87.115487,6.098084
haddington place,2016-06-09,137.935037,9.655453
haddington place,2016-06-11,85.209436,5.96466
haddington place,2016-06-12,273.56458599999996,19.149521
haddington place,2016-06-14,59.418356,4.159285
haddington place,2016-06-15,89.604598,6.272322
haddington place,2016-06-16,29.644245,2.075097
haddington place,2016-06-17,136.690572,9.56834
haddington place,2016-06-18,114.73516900000001,8.031462
haddington place,2016-06-20,135.66610300000002,9.496627
haddington place,2016-06-21,86.300536,6.041038
haddington place,2016-06-22,162.481899,11.373733000000001
haddington place,2016-06-23,151.370364,10.595925000000001
haddington place,2016-06-24,87.809412,6.146659
haddington place,2016-06-25,22.701408,1.589099
haddington place,2016-06-27,209.873534,14.691147
haddington place,2016-06-28,304.508566,21.315599
haddington place,2016-06-29,88.359221,6.185145
haddington place,2016-06-30,250.328633,17.523004
haddington place,2016-07-02,89.793899,6.285573
haddington place,2016-07-03,85.323398,5.972638
haddington place,2016-07-04,198.195075,13.873655
haddington place,2016-07-05,74.761869,5.233331
haddington place,2016-07-06,70.906194,4.963434
haddington place,2016-07-07,197.99602,13.859721
haddington place,2016-07-08,47.945847,3.356209
haddington place,2016-07-09,243.917948,17.074256
haddington place,2016-07-10,155.952523,10.916677
haddington place,2016-07-11,39.238896,2.746723
haddington place,2016-07-12,183.376583,12.836361
haddington place,2016-07-14,159.09238499999998,11.136467
haddington place,2016-07-15,172.301723,12.061121
haddington place,2016-07-16,179.496964,12.564788
haddington place,2016-07-17,35.676181,2.497333
haddington place,2016-07-18,207.884993,14.551950000000001
haddington place,2016-07-19,165.038192,11.552674
haddington place,2016-07-21,244.493899,17.114573
haddington place,2016-07-22,89.233119,6.246319
haddington place,2016-07-24,211.407798,14.798545
haddington place,2016-07-26,79.634955,5.574447
haddington place,2016-07-27,170.617471,11.943223
haddington place,2016-07-28,160.977437,11.26842
haddington place,2016-07-30,68.013621,4.760953
haddington place,2016-07-31,339.78001,23.784601
haddington place,2016-08-01,79.342362,5.553965
haddington place,2016-08-02,58.81488,4.117042
haddington place,2016-08-04,71.827507,5.027925
haddington place,2016-08-05,187.825592,13.147791
haddington place,2016-08-06,120.585314,8.440971999999999
haddington place,2016-08-07,279.337174,19.553601999999998
haddington place,2016-08-09,259.981742,18.198722
