street_name,date,total_vol_l3,total_weight_kg,cum_total_vol_l3,cum_total_weight_kg
albert place,2016-06-03,0,0,0,0
albert place,2016-06-04,81.738404,5.721688,81.738404,5.721688
albert place,2016-06-05,0,0,81.738404,5.721688
albert place,2016-06-06,0,0,81.738404,5.721688
albert place,2016-06-07,96.732572,6.77128,178.470976,12.492968000000001
albert place,2016-06-08,0,0,178.470976,12.492968000000001
albert place,2016-06-09,55.514408,3.886009,233.985384,16.378977
albert place,2016-06-10,0,0,233.985384,16.378977
albert place,2016-06-11,0,0,233.985384,16.378977
albert place,2016-06-12,87.403054,6.118214,321.388438,22.497191
albert place,2016-06-13,0,0,321.388438,22.497191
albert place,2016-06-14,91.923469,6.434643,413.311907,28.931834000000002
albert place,2016-06-15,0,0,413.311907,28.931834000000002
albert place,2016-06-16,0,0,413.311907,28.931834000000002
albert place,2016-06-17,89.323837,6.252669,502.635744,35.184503
albert place,2016-06-18,47.355508,3.314886,549.991252,38.499389
albert place,2016-06-19,0,0,549.991252,38.499389
albert place,2016-06-20,67.393934,4.717575,617.385186,43.216964000000004
albert place,2016-06-21,0,0,617.385186,43.216964000000004
albert place,2016-06-22,66.490686,4.654348,683.875872,47.871312
albert place,2016-06-23,0,0,683.875872,47.871312
albert place,2016-06-24,99.297611,6.950833,783.173483,54.822145
albert place,2016-06-25,0,0,783.173483,54.822145
albert place,2016-06-26,0,0,783.173483,54.822145
albert place,2016-06-27,86.263283,6.03843,869.436766,60.860575
albert place,2016-06-28,0,0,869.436766,60.860575
albert place,2016-06-29,74.026653,5.181866,943.463419,66.042441
albert place,2016-06-30,51.004255,3.570298,994.467674,69.612739
albert place,2016-07-01,0,0,994.467674,69.612739
albert place,2016-07-02,0,0,994.467674,69.612739
albert place,2016-07-03,172.47932500000002,12.073553,1166.946999,81.68629200000001
albert place,2016-07-04,0,0,1166.946999,81.68629200000001
albert place,2016-07-05,0,0,1166.946999,81.68629200000001
albert place,2016-07-06,99.098231,6.936876,1266.04523,88.623168
albert place,2016-07-07,0,0,1266.04523,88.623168
albert place,2016-07-08,87.233706,6.106359,1353.278936,94.729527
albert place,2016-07-09,0,0,1353.278936,94.729527
albert place,2016-07-10,0,0,1353.278936,94.729527
albert place,2016-07-11,0,0,1353.278936,94.729527
albert place,2016-07-12,99.440452,6.960832,1452.719388,101.690359
albert place,2016-07-13,0,0,1452.719388,101.690359
albert place,2016-07-14,0,0,1452.719388,101.690359
albert place,2016-07-15,139.809694,9.786678,1592.529082,111.477037
albert place,2016-07-16,0,0,1592.529082,111.477037
albert place,2016-07-17,0,0,1592.529082,111.477037
albert place,2016-07-18,0,0,1592.529082,111.477037
albert place,2016-07-19,0,0,1592.529082,111.477037
albert place,2016-07-20,0,0,1592.529082,111.477037
albert place,2016-07-21,0,0,1592.529082,111.477037
albert place,2016-07-22,0,0,1592.529082,111.477037
albert place,2016-07-23,0,0,1592.529082,111.477037
albert place,2016-07-24,0,0,1592.529082,111.477037
albert place,2016-07-25,98.297189,6.880803,1690.826271,118.35784
albert place,2016-07-26,0,0,1690.826271,118.35784
albert place,2016-07-27,0,0,1690.826271,118.35784
albert place,2016-07-28,0,0,1690.826271,118.35784
albert place,2016-07-29,0,0,1690.826271,118.35784
albert place,2016-07-30,88.99757,6.22983,1779.823841,124.58767
albert place,2016-07-31,0,0,1779.823841,124.58767
albert place,2016-08-01,0,0,1779.823841,124.58767
albert place,2016-08-02,94.986702,6.649069,1874.810543,131.236739
albert place,2016-08-03,0,0,1874.810543,131.236739
albert place,2016-08-04,82.573386,5.780137,1957.383929,137.016876
albert place,2016-08-05,0,0,1957.383929,137.016876
albert place,2016-08-06,98.521243,6.896487,2055.905172,143.913363
albert place,2016-08-07,86.693999,6.06858,2142.599171,149.981943
albert place,2016-08-08,0,0,2142.599171,149.981943
albert place,2016-08-09,92.917125,6.504199,2235.516296,156.486142
antigua street,2016-06-03,127.152693,8.900689,127.152693,8.900689
antigua street,2016-06-04,0,0,127.152693,8.900689
antigua street,2016-06-05,169.604931,11.872345,296.75762399999996,20.773034
antigua street,2016-06-06,44.910843,3.143759,341.66846699999996,23.916793
antigua street,2016-06-07,0,0,341.66846699999996,23.916793
antigua street,2016-06-08,0,0,341.66846699999996,23.916793
antigua street,2016-06-09,0,0,341.66846699999996,23.916793
antigua street,2016-06-10,0,0,341.66846699999996,23.916793
antigua street,2016-06-11,188.491285,13.19439,530.159752,37.111183
antigua street,2016-06-12,136.967986,9.587759,667.127738,46.698942
antigua street,2016-06-13,78.59750500000001,5.501825999999999,745.725243,52.200768
antigua street,2016-06-14,0,0,745.725243,52.200768
antigua street,2016-06-15,0,0,745.725243,52.200768
antigua street,2016-06-16,0,0,745.725243,52.200768
antigua street,2016-06-17,96.211693,6.734818,841.9369360000001,58.935586
antigua street,2016-06-18,49.536617,3.467563,891.473553,62.403149
antigua street,2016-06-19,68.24555,4.777188,959.719103,67.180337
antigua street,2016-06-20,90.387689,6.327138,1050.106792,73.507475
antigua street,2016-06-21,79.576977,5.570388,1129.683769,79.077863
antigua street,2016-06-22,67.457989,4.722059,1197.141758,83.799922
antigua street,2016-06-23,177.986807,12.459077,1375.128565,96.258999
antigua street,2016-06-24,0,0,1375.128565,96.258999
antigua street,2016-06-25,99.770885,6.983962,1474.89945,103.242961
antigua street,2016-06-26,0,0,1474.89945,103.242961
antigua street,2016-06-27,264.914225,18.543996,1739.8136749999999,121.786957
antigua street,2016-06-28,0,0,1739.8136749999999,121.786957
antigua street,2016-06-29,171.82209799999998,12.027547,1911.635773,133.814504
antigua street,2016-06-30,155.843132,10.909019,2067.478905,144.723523
antigua street,2016-07-01,0,0,2067.478905,144.723523
antigua street,2016-07-02,0,0,2067.478905,144.723523
antigua street,2016-07-03,199.145792,13.940204999999999,2266.6246969999997,158.663728
antigua street,2016-07-04,99.148709,6.94041,2365.773406,165.604138
antigua street,2016-07-05,172.510483,12.075734,2538.283889,177.679872
antigua street,2016-07-06,0,0,2538.283889,177.679872
antigua street,2016-07-07,130.802988,9.156209,2669.0868769999997,186.836081
antigua street,2016-07-08,0,0,2669.0868769999997,186.836081
antigua street,2016-07-09,163.95686,11.476980000000001,2833.043737,198.313061
antigua street,2016-07-10,98.789618,6.915273,2931.8333549999998,205.228334
antigua street,2016-07-11,94.20312999999999,6.594219,3026.036485,211.822553
antigua street,2016-07-12,0,0,3026.036485,211.822553
antigua street,2016-07-13,0,0,3026.036485,211.822553
antigua street,2016-07-14,145.699941,10.198996000000001,3171.736426,222.021549
antigua street,2016-07-15,88.74086,6.21186,3260.477286,228.233409
antigua street,2016-07-16,171.394868,11.99764,3431.872154,240.231049
antigua street,2016-07-17,80.934856,5.66544,3512.80701,245.896489
antigua street,2016-07-18,60.919765,4.264384,3573.726775,250.160873
antigua street,2016-07-19,102.52761699999999,7.176933,3676.254392,257.337806
antigua street,2016-07-20,0,0,3676.254392,257.337806
antigua street,2016-07-21,164.46813400000002,11.512769,3840.722526,268.850575
antigua street,2016-07-22,96.94569,6.786198000000001,3937.668216,275.636773
antigua street,2016-07-23,104.65651299999999,7.325956,4042.324729,282.962729
antigua street,2016-07-24,120.332843,8.423299,4162.657572,291.386028
antigua street,2016-07-25,86.660015,6.066201,4249.317587,297.452229
antigua street,2016-07-26,175.876617,12.311363,4425.194204,309.763592
antigua street,2016-07-27,62.560753,4.379253,4487.754957,314.142845
antigua street,2016-07-28,122.99968100000001,8.609978,4610.754638,322.752823
antigua street,2016-07-29,0,0,4610.754638,322.752823
antigua street,2016-07-30,186.164623,13.031524000000001,4796.919261,335.784347
antigua street,2016-07-31,153.81321200000002,10.766925,4950.732473,346.551272
antigua street,2016-08-01,94.352479,6.604674,5045.084952,353.15594600000003
antigua street,2016-08-02,134.886727,9.442071,5179.971679,362.598017
antigua street,2016-08-03,63.59595,4.451717,5243.567629,367.049734
antigua street,2016-08-04,97.46,6.8222,5341.027629,373.871934
antigua street,2016-08-05,152.40767499999998,10.668538000000002,5493.435304,384.540472
antigua street,2016-08-06,100,7,5593.435304,391.540472
antigua street,2016-08-07,186.812886,13.076902,5780.24819,404.617374
antigua street,2016-08-08,0,0,5780.24819,404.617374
antigua street,2016-08-09,95.131207,6.659185,5875.379397,411.276559
atholl crescent,2016-06-03,148.822208,10.417555,148.822208,10.417555
atholl crescent,2016-06-04,393.312747,27.531892,542.134955,37.949447
atholl crescent,2016-06-05,0,0,542.134955,37.949447
atholl crescent,2016-06-06,232.819851,16.29739,774.954806,54.246837
atholl crescent,2016-06-07,510.052787,35.703694999999996,1285.007593,89.950532
atholl crescent,2016-06-08,0,0,1285.007593,89.950532
atholl crescent,2016-06-09,0,0,1285.007593,89.950532
atholl crescent,2016-06-10,0,0,1285.007593,89.950532
atholl crescent,2016-06-11,428.378294,29.986480999999998,1713.385887,119.937013
atholl crescent,2016-06-12,0,0,1713.385887,119.937013
atholl crescent,2016-06-13,0,0,1713.385887,119.937013
atholl crescent,2016-06-14,0,0,1713.385887,119.937013
atholl crescent,2016-06-15,343.400572,24.03804,2056.786459,143.975053
atholl crescent,2016-06-16,0,0,2056.786459,143.975053
atholl crescent,2016-06-17,0,0,2056.786459,143.975053
atholl crescent,2016-06-18,0,0,2056.786459,143.975053
atholl crescent,2016-06-19,0,0,2056.786459,143.975053
atholl crescent,2016-06-20,432.615083,30.283056,2489.401542,174.258109
atholl crescent,2016-06-21,0,0,2489.401542,174.258109
atholl crescent,2016-06-22,0,0,2489.401542,174.258109
atholl crescent,2016-06-23,0,0,2489.401542,174.258109
atholl crescent,2016-06-24,437.365852,30.61561,2926.767394,204.873719
atholl crescent,2016-06-25,108.783137,7.61482,3035.550531,212.488539
atholl crescent,2016-06-26,0,0,3035.550531,212.488539
atholl crescent,2016-06-27,0,0,3035.550531,212.488539
atholl crescent,2016-06-28,229.265751,16.048603,3264.8162820000002,228.537142
atholl crescent,2016-06-29,206.12106,14.428474,3470.937342,242.96561599999998
atholl crescent,2016-06-30,0,0,3470.937342,242.96561599999998
atholl crescent,2016-07-01,0,0,3470.937342,242.96561599999998
atholl crescent,2016-07-02,0,0,3470.937342,242.96561599999998
atholl crescent,2016-07-03,0,0,3470.937342,242.96561599999998
atholl crescent,2016-07-04,0,0,3470.937342,242.96561599999998
atholl crescent,2016-07-05,468.594371,32.801606,3939.531713,275.767222
atholl crescent,2016-07-06,0,0,3939.531713,275.767222
atholl crescent,2016-07-07,269.174473,18.842213,4208.706186,294.60943499999996
atholl crescent,2016-07-08,172.774563,12.094218999999999,4381.480749,306.703654
atholl crescent,2016-07-09,0,0,4381.480749,306.703654
atholl crescent,2016-07-10,0,0,4381.480749,306.703654
atholl crescent,2016-07-11,344.785761,24.135003,4726.26651,330.838657
atholl crescent,2016-07-12,0,0,4726.26651,330.838657
atholl crescent,2016-07-13,334.962921,23.447405,5061.229431,354.286062
atholl crescent,2016-07-14,0,0,5061.229431,354.286062
atholl crescent,2016-07-15,0,0,5061.229431,354.286062
atholl crescent,2016-07-16,0,0,5061.229431,354.286062
atholl crescent,2016-07-17,191.312386,13.391867,5252.541817,367.677929
atholl crescent,2016-07-18,229.183158,16.042821,5481.724975,383.72075
atholl crescent,2016-07-19,190.038621,13.302703,5671.763596,397.023453
atholl crescent,2016-07-20,192.652319,13.485662,5864.415915,410.509115
atholl crescent,2016-07-21,0,0,5864.415915,410.509115
atholl crescent,2016-07-22,399.192148,27.94345,6263.608063,438.452565
atholl crescent,2016-07-23,0,0,6263.608063,438.452565
atholl crescent,2016-07-24,0,0,6263.608063,438.452565
atholl crescent,2016-07-25,0,0,6263.608063,438.452565
atholl crescent,2016-07-26,237.650196,16.635514,6501.258259,455.088079
atholl crescent,2016-07-27,0,0,6501.258259,455.088079
atholl crescent,2016-07-28,421.948252,29.536378,6923.206511,484.624457
atholl crescent,2016-07-29,0,0,6923.206511,484.624457
atholl crescent,2016-07-30,281.432091,19.700246,7204.638602,504.324703
atholl crescent,2016-07-31,0,0,7204.638602,504.324703
atholl crescent,2016-08-01,303.21130700000003,21.224791,7507.8499090000005,525.549494
atholl crescent,2016-08-02,0,0,7507.8499090000005,525.549494
atholl crescent,2016-08-03,296.840826,20.778858,7804.690735,546.328352
atholl crescent,2016-08-04,0,0,7804.690735,546.328352
atholl crescent,2016-08-05,207.827817,14.547947,8012.5185520000005,560.876299
atholl crescent,2016-08-06,338.731538,23.711208,8351.25009,584.587507
atholl crescent,2016-08-07,0,0,8351.25009,584.587507
atholl crescent,2016-08-08,0,0,8351.25009,584.587507
atholl crescent,2016-08-09,382.63991899999996,26.784795000000003,8733.890009,611.372302
broughton road,2016-06-03,0,0,0,0
broughton road,2016-06-04,239.971668,16.798017,239.971668,16.798017
broughton road,2016-06-05,0,0,239.971668,16.798017
broughton road,2016-06-06,0,0,239.971668,16.798017
broughton road,2016-06-07,0,0,239.971668,16.798017
broughton road,2016-06-08,0,0,239.971668,16.798017
broughton road,2016-06-09,0,0,239.971668,16.798017
broughton road,2016-06-10,0,0,239.971668,16.798017
broughton road,2016-06-11,235.80636,16.506445,475.778028,33.304462
broughton road,2016-06-12,0,0,475.778028,33.304462
broughton road,2016-06-13,0,0,475.778028,33.304462
broughton road,2016-06-14,0,0,475.778028,33.304462
broughton road,2016-06-15,205.628006,14.39396,681.406034,47.698422
broughton road,2016-06-16,0,0,681.406034,47.698422
broughton road,2016-06-17,220.356047,15.424923,901.762081,63.123345
broughton road,2016-06-18,0,0,901.762081,63.123345
broughton road,2016-06-19,0,0,901.762081,63.123345
broughton road,2016-06-20,0,0,901.762081,63.123345
broughton road,2016-06-21,0,0,901.762081,63.123345
broughton road,2016-06-22,235.945503,16.516185,1137.707584,79.63953000000001
broughton road,2016-06-23,0,0,1137.707584,79.63953000000001
broughton road,2016-06-24,0,0,1137.707584,79.63953000000001
broughton road,2016-06-25,165.698055,11.598864,1303.405639,91.238394
broughton road,2016-06-26,0,0,1303.405639,91.238394
broughton road,2016-06-27,0,0,1303.405639,91.238394
broughton road,2016-06-28,0,0,1303.405639,91.238394
broughton road,2016-06-29,191.56553,13.409587,1494.971169,104.647981
broughton road,2016-06-30,0,0,1494.971169,104.647981
broughton road,2016-07-01,0,0,1494.971169,104.647981
broughton road,2016-07-02,0,0,1494.971169,104.647981
broughton road,2016-07-03,0,0,1494.971169,104.647981
broughton road,2016-07-04,240,16.8,1734.971169,121.447981
broughton road,2016-07-05,0,0,1734.971169,121.447981
broughton road,2016-07-06,0,0,1734.971169,121.447981
broughton road,2016-07-07,235.969998,16.5179,1970.941167,137.965881
broughton road,2016-07-08,0,0,1970.941167,137.965881
broughton road,2016-07-09,0,0,1970.941167,137.965881
broughton road,2016-07-10,118.833037,8.318313,2089.774204,146.284194
broughton road,2016-07-11,0,0,2089.774204,146.284194
broughton road,2016-07-12,0,0,2089.774204,146.284194
broughton road,2016-07-13,0,0,2089.774204,146.284194
broughton road,2016-07-14,0,0,2089.774204,146.284194
broughton road,2016-07-15,0,0,2089.774204,146.284194
broughton road,2016-07-16,240,16.8,2329.774204,163.084194
broughton road,2016-07-17,0,0,2329.774204,163.084194
broughton road,2016-07-18,133.539097,9.347737,2463.313301,172.431931
broughton road,2016-07-19,0,0,2463.313301,172.431931
broughton road,2016-07-20,0,0,2463.313301,172.431931
broughton road,2016-07-21,199.643042,13.975013,2662.956343,186.406944
broughton road,2016-07-22,0,0,2662.956343,186.406944
broughton road,2016-07-23,0,0,2662.956343,186.406944
broughton road,2016-07-24,199.185064,13.942954,2862.141407,200.349898
broughton road,2016-07-25,0,0,2862.141407,200.349898
broughton road,2016-07-26,0,0,2862.141407,200.349898
broughton road,2016-07-27,221.592495,15.511475,3083.733902,215.86137300000001
broughton road,2016-07-28,0,0,3083.733902,215.86137300000001
broughton road,2016-07-29,0,0,3083.733902,215.86137300000001
broughton road,2016-07-30,0,0,3083.733902,215.86137300000001
broughton road,2016-07-31,240,16.8,3323.733902,232.661373
broughton road,2016-08-01,0,0,3323.733902,232.661373
broughton road,2016-08-02,0,0,3323.733902,232.661373
broughton road,2016-08-03,0,0,3323.733902,232.661373
broughton road,2016-08-04,207.680472,14.537633,3531.414374,247.199006
broughton road,2016-08-05,0,0,3531.414374,247.199006
broughton road,2016-08-06,0,0,3531.414374,247.199006
broughton road,2016-08-07,204.616317,14.323142,3736.030691,261.522148
broughton road,2016-08-08,0,0,3736.030691,261.522148
broughton road,2016-08-09,0,0,3736.030691,261.522148
broughton street,2016-06-03,80.31756,5.622229,80.31756,5.622229
broughton street,2016-06-04,68.331297,4.783191,148.64885700000002,10.40542
broughton street,2016-06-05,0,0,148.64885700000002,10.40542
broughton street,2016-06-06,0,0,148.64885700000002,10.40542
broughton street,2016-06-07,0,0,148.64885700000002,10.40542
broughton street,2016-06-08,0,0,148.64885700000002,10.40542
broughton street,2016-06-09,0,0,148.64885700000002,10.40542
broughton street,2016-06-10,93.711864,6.55983,242.360721,16.96525
broughton street,2016-06-11,0,0,242.360721,16.96525
broughton street,2016-06-12,98.307568,6.88153,340.668289,23.84678
broughton street,2016-06-13,53.154894,3.720843,393.82318300000003,27.567623
broughton street,2016-06-14,63.187106,4.423097,457.010289,31.99072
broughton street,2016-06-15,0,0,457.010289,31.99072
broughton street,2016-06-16,0,0,457.010289,31.99072
broughton street,2016-06-17,0,0,457.010289,31.99072
broughton street,2016-06-18,99.431905,6.960233,556.442194,38.950953
broughton street,2016-06-19,86.123785,6.028665,642.565979,44.979618
broughton street,2016-06-20,0,0,642.565979,44.979618
broughton street,2016-06-21,67.835067,4.748455,710.401046,49.728073
broughton street,2016-06-22,0,0,710.401046,49.728073
broughton street,2016-06-23,0,0,710.401046,49.728073
broughton street,2016-06-24,0,0,710.401046,49.728073
broughton street,2016-06-25,99.621103,6.973477,810.022149,56.70155
broughton street,2016-06-26,0,0,810.022149,56.70155
broughton street,2016-06-27,100,7,910.022149,63.70155
broughton street,2016-06-28,0,0,910.022149,63.70155
broughton street,2016-06-29,80.188066,5.613165,990.2102150000001,69.314715
broughton street,2016-06-30,0,0,990.2102150000001,69.314715
broughton street,2016-07-01,0,0,990.2102150000001,69.314715
broughton street,2016-07-02,89.073467,6.235143,1079.283682,75.549858
broughton street,2016-07-03,0,0,1079.283682,75.549858
broughton street,2016-07-04,84.368986,5.905829,1163.652668,81.455687
broughton street,2016-07-05,156.34871,10.94441,1320.001378,92.400097
broughton street,2016-07-06,0,0,1320.001378,92.400097
broughton street,2016-07-07,94.723875,6.630671,1414.725253,99.030768
broughton street,2016-07-08,0,0,1414.725253,99.030768
broughton street,2016-07-09,0,0,1414.725253,99.030768
broughton street,2016-07-10,99.642524,6.974977,1514.367777,106.005745
broughton street,2016-07-11,36.726565,2.57086,1551.094342,108.576605
broughton street,2016-07-12,26.731011,1.871171,1577.825353,110.447776
broughton street,2016-07-13,0,0,1577.825353,110.447776
broughton street,2016-07-14,0,0,1577.825353,110.447776
broughton street,2016-07-15,145.577855,10.19045,1723.403208,120.638226
broughton street,2016-07-16,70.866521,4.960656,1794.269729,125.598882
broughton street,2016-07-17,0,0,1794.269729,125.598882
broughton street,2016-07-18,0,0,1794.269729,125.598882
broughton street,2016-07-19,100,7,1894.269729,132.598882
broughton street,2016-07-20,0,0,1894.269729,132.598882
broughton street,2016-07-21,0,0,1894.269729,132.598882
broughton street,2016-07-22,0,0,1894.269729,132.598882
broughton street,2016-07-23,99.664745,6.976532,1993.9344740000001,139.575414
broughton street,2016-07-24,0,0,1993.9344740000001,139.575414
broughton street,2016-07-25,0,0,1993.9344740000001,139.575414
broughton street,2016-07-26,90.6744,6.347208,2084.608874,145.922622
broughton street,2016-07-27,0,0,2084.608874,145.922622
broughton street,2016-07-28,0,0,2084.608874,145.922622
broughton street,2016-07-29,95.412598,6.678882,2180.021472,152.601504
broughton street,2016-07-30,0,0,2180.021472,152.601504
broughton street,2016-07-31,98.245521,6.877186,2278.266993,159.47869
broughton street,2016-08-01,0,0,2278.266993,159.47869
broughton street,2016-08-02,0,0,2278.266993,159.47869
broughton street,2016-08-03,98.353307,6.884732,2376.6203,166.36342199999999
broughton street,2016-08-04,0,0,2376.6203,166.36342199999999
broughton street,2016-08-05,0,0,2376.6203,166.36342199999999
broughton street,2016-08-06,98.196144,6.87373,2474.816444,173.237152
broughton street,2016-08-07,100,7,2574.816444,180.237152
broughton street,2016-08-08,0,0,2574.816444,180.237152
broughton street,2016-08-09,100,7,2674.816444,187.237152
brunswick place,2016-06-03,0,0,0,0
brunswick place,2016-06-04,0,0,0,0
brunswick place,2016-06-05,172.786806,12.095077,172.786806,12.095077
brunswick place,2016-06-06,0,0,172.786806,12.095077
brunswick place,2016-06-07,55.707593,3.899532,228.49439900000002,15.994609
brunswick place,2016-06-08,0,0,228.49439900000002,15.994609
brunswick place,2016-06-09,0,0,228.49439900000002,15.994609
brunswick place,2016-06-10,0,0,228.49439900000002,15.994609
brunswick place,2016-06-11,0,0,228.49439900000002,15.994609
brunswick place,2016-06-12,0,0,228.49439900000002,15.994609
brunswick place,2016-06-13,0,0,228.49439900000002,15.994609
brunswick place,2016-06-14,97.636924,6.834585,326.131323,22.829194
brunswick place,2016-06-15,0,0,326.131323,22.829194
brunswick place,2016-06-16,0,0,326.131323,22.829194
brunswick place,2016-06-17,81.904604,5.733322,408.035927,28.562516
brunswick place,2016-06-18,56.294907,3.940643,464.33083400000004,32.503159
brunswick place,2016-06-19,0,0,464.33083400000004,32.503159
brunswick place,2016-06-20,0,0,464.33083400000004,32.503159
brunswick place,2016-06-21,95.418687,6.679308,559.7495210000001,39.182467
brunswick place,2016-06-22,0,0,559.7495210000001,39.182467
brunswick place,2016-06-23,0,0,559.7495210000001,39.182467
brunswick place,2016-06-24,99.52322,6.966625,659.272741,46.149091999999996
brunswick place,2016-06-25,91.919209,6.434345,751.19195,52.583437000000004
brunswick place,2016-06-26,0,0,751.19195,52.583437000000004
brunswick place,2016-06-27,0,0,751.19195,52.583437000000004
brunswick place,2016-06-28,99.985243,6.998967,851.177193,59.582404
brunswick place,2016-06-29,0,0,851.177193,59.582404
brunswick place,2016-06-30,0,0,851.177193,59.582404
brunswick place,2016-07-01,0,0,851.177193,59.582404
brunswick place,2016-07-02,0,0,851.177193,59.582404
brunswick place,2016-07-03,177.337707,12.413639,1028.5149,71.996043
brunswick place,2016-07-04,97.10863900000001,6.797604,1125.623539,78.793646999999993
brunswick place,2016-07-05,0,0,1125.623539,78.793646999999993
brunswick place,2016-07-06,0,0,1125.623539,78.793646999999993
brunswick place,2016-07-07,89.064361,6.234505,1214.6879000000001,85.028152
brunswick place,2016-07-08,0,0,1214.6879000000001,85.028152
brunswick place,2016-07-09,68.679894,4.807593,1283.367794,89.835745
brunswick place,2016-07-10,100,7,1383.367794,96.835745
brunswick place,2016-07-11,55.595666,3.891697,1438.96346,100.727442
brunswick place,2016-07-12,0,0,1438.96346,100.727442
brunswick place,2016-07-13,0,0,1438.96346,100.727442
brunswick place,2016-07-14,82.249202,5.757444,1521.212662,106.484886
brunswick place,2016-07-15,0,0,1521.212662,106.484886
brunswick place,2016-07-16,0,0,1521.212662,106.484886
brunswick place,2016-07-17,86.244556,6.037119,1607.457218,112.522005
brunswick place,2016-07-18,0,0,1607.457218,112.522005
brunswick place,2016-07-19,48.528406,3.396988,1655.985624,115.918993
brunswick place,2016-07-20,0,0,1655.985624,115.918993
brunswick place,2016-07-21,0,0,1655.985624,115.918993
brunswick place,2016-07-22,0,0,1655.985624,115.918993
brunswick place,2016-07-23,100,7,1755.985624,122.918993
brunswick place,2016-07-24,0,0,1755.985624,122.918993
brunswick place,2016-07-25,0,0,1755.985624,122.918993
brunswick place,2016-07-26,0,0,1755.985624,122.918993
brunswick place,2016-07-27,0,0,1755.985624,122.918993
brunswick place,2016-07-28,97.656283,6.83594,1853.641907,129.754933
brunswick place,2016-07-29,0,0,1853.641907,129.754933
brunswick place,2016-07-30,0,0,1853.641907,129.754933
brunswick place,2016-07-31,99.954307,6.996801,1953.596214,136.751734
brunswick place,2016-08-01,0,0,1953.596214,136.751734
brunswick place,2016-08-02,0,0,1953.596214,136.751734
brunswick place,2016-08-03,0,0,1953.596214,136.751734
brunswick place,2016-08-04,0,0,1953.596214,136.751734
brunswick place,2016-08-05,0,0,1953.596214,136.751734
brunswick place,2016-08-06,0,0,1953.596214,136.751734
brunswick place,2016-08-07,0,0,1953.596214,136.751734
brunswick place,2016-08-08,0,0,1953.596214,136.751734
brunswick place,2016-08-09,0,0,1953.596214,136.751734
calton hill,2016-06-03,0,0,0,0
calton hill,2016-06-04,0,0,0,0
calton hill,2016-06-05,0,0,0,0
calton hill,2016-06-06,0,0,0,0
calton hill,2016-06-07,0,0,0,0
calton hill,2016-06-08,0,0,0,0
calton hill,2016-06-09,0,0,0,0
calton hill,2016-06-10,0,0,0,0
calton hill,2016-06-11,0,0,0,0
calton hill,2016-06-12,0,0,0,0
calton hill,2016-06-13,0,0,0,0
calton hill,2016-06-14,0,0,0,0
calton hill,2016-06-15,0,0,0,0
calton hill,2016-06-16,0,0,0,0
calton hill,2016-06-17,0,0,0,0
calton hill,2016-06-18,0,0,0,0
calton hill,2016-06-19,0,0,0,0
calton hill,2016-06-20,0,0,0,0
calton hill,2016-06-21,0,0,0,0
calton hill,2016-06-22,0,0,0,0
calton hill,2016-06-23,0,0,0,0
calton hill,2016-06-24,0,0,0,0
calton hill,2016-06-25,0,0,0,0
calton hill,2016-06-26,0,0,0,0
calton hill,2016-06-27,0,0,0,0
calton hill,2016-06-28,0,0,0,0
calton hill,2016-06-29,0,0,0,0
calton hill,2016-06-30,0,0,0,0
calton hill,2016-07-01,0,0,0,0
calton hill,2016-07-02,0,0,0,0
calton hill,2016-07-03,0,0,0,0
calton hill,2016-07-04,0,0,0,0
calton hill,2016-07-05,0,0,0,0
calton hill,2016-07-06,1357.765069,95.043554,1357.765069,95.043554
calton hill,2016-07-07,0,0,1357.765069,95.043554
calton hill,2016-07-08,554.573679,38.820158,1912.3387480000001,133.863712
calton hill,2016-07-09,1308.907523,91.62352700000001,3221.246271,225.48723900000002
calton hill,2016-07-10,0,0,3221.246271,225.48723900000002
calton hill,2016-07-11,1176.61605,82.363123,4397.8623210000005,307.850362
calton hill,2016-07-12,0,0,4397.8623210000005,307.850362
calton hill,2016-07-13,0,0,4397.8623210000005,307.850362
calton hill,2016-07-14,1048.212993,73.37491,5446.075314000001,381.225272
calton hill,2016-07-15,0,0,5446.075314000001,381.225272
calton hill,2016-07-16,866.789037,60.675233000000006,6312.864351,441.900505
calton hill,2016-07-17,1146.348166,80.244371,7459.212517,522.1448760000001
calton hill,2016-07-18,0,0,7459.212517,522.1448760000001
calton hill,2016-07-19,1505.953678,105.416756,8965.166195,627.561632
calton hill,2016-07-20,909.610319,63.672722,9874.776514000001,691.234354
calton hill,2016-07-21,0,0,9874.776514000001,691.234354
calton hill,2016-07-22,1509.5057470000002,105.665403,11384.282261,796.899757
calton hill,2016-07-23,0,0,11384.282261,796.899757
calton hill,2016-07-24,646.405208,45.248365,12030.687469,842.1481220000001
calton hill,2016-07-25,240,16.8,12270.687469,858.948122
calton hill,2016-07-26,0,0,12270.687469,858.948122
calton hill,2016-07-27,0,0,12270.687469,858.948122
calton hill,2016-07-28,952.486771,66.674074,13223.17424,925.622196
calton hill,2016-07-29,1043.295063,73.030654,14266.469303,998.6528500000001
calton hill,2016-07-30,661.01655,46.271158,14927.485853,1044.924008
calton hill,2016-07-31,662.124136,46.348689,15589.609989,1091.272697
calton hill,2016-08-01,396.54351199999996,27.758046,15986.153501,1119.030743
calton hill,2016-08-02,1531.857544,107.230027,17518.011045,1226.26077
calton hill,2016-08-03,0,0,17518.011045,1226.26077
calton hill,2016-08-04,871.720832,61.020458,18389.731877000002,1287.281228
